date,sessions
2022-06-04,934.0
2022-06-05,868.0
2022-06-06,1425.0
2022-06-07,1308.0
2022-06-08,1241.0
2022-06-09,1304.0
2022-06-10,1259.0
2022-06-11,905.0
2022-06-12,906.0
2022-06-13,1410.0
2022-06-14,1225.0
2022-06-15,1321.0
2022-06-16,1256.0
2022-06-17,1239.0
2022-06-18,855.0
2022-06-19,904.0
2022-06-20,1434.0
2022-06-21,1219.0
2022-06-22,1283.0
2022-06-23,1247.0
2022-06-24,1301.0
2022-06-25,2399.0
2022-06-26,916.0
2022-06-27,1397.0
2022-06-28,1341.0
2022-06-29,1238.0
2022-06-30,1265.0
2022-07-01,1236.0
2022-07-02,939.0
2022-07-03,935.0
2022-07-04,1382.0
2022-07-05,1309.0
2022-07-06,1329.0
2022-07-07,1296.0
2022-07-08,1293.0
2022-07-09,880.0
2022-07-10,867.0
2022-07-11,1476.0
2022-07-12,1343.0
2022-07-13,1309.0
2022-07-14,1272.0
2022-07-15,1273.0
2022-07-16,926.0
2022-07-17,942.0
2022-07-18,1479.0
2022-07-19,1331.0
2022-07-20,1314.0
2022-07-21,1242.0
2022-07-22,1253.0
2022-07-23,944.0
2022-07-24,918.0
2022-07-25,1358.0
2022-07-26,1247.0
2022-07-27,1320.0
2022-07-28,1235.0
2022-07-29,1256.0
2022-07-30,915.0
2022-07-31,928.0
2022-08-01,1453.0
2022-08-02,1266.0
2022-08-03,1330.0
2022-08-04,1269.0
2022-08-05,1281.0
2022-08-06,935.0
2022-08-07,927.0
2022-08-08,1486.0
2022-08-09,1326.0
2022-08-10,1315.0
2022-08-11,1253.0
2022-08-12,1290.0
2022-08-13,894.0
2022-08-14,892.0
2022-08-15,1507.0
2022-08-16,1295.0
2022-08-17,1361.0
2022-08-18,1327.0
2022-08-19,1349.0
2022-08-20,918.0
2022-08-21,925.0
2022-08-22,1442.0
2022-08-23,1272.0
2022-08-24,1342.0
2022-08-25,1285.0
2022-08-26,1251.0
2022-08-27,933.0
2022-08-28,891.0
2022-08-29,1511.0
2022-08-30,1376.0
2022-08-31,1371.0
2022-09-01,1625.0
2022-09-02,1567.0
2022-09-03,1203.0
2022-09-04,1145.0
2022-09-05,1898.0
2022-09-06,1726.0
2022-09-07,1708.0
2022-09-08,1617.0
2022-09-09,1632.0
2022-09-10,1197.0
2022-09-11,1136.0
2022-09-12,1758.0
2022-09-13,
2022-09-14,1727.0
2022-09-15,1687.0
2022-09-16,1667.0
2022-09-17,1113.0
2022-09-18,1173.0
2022-09-19,1913.0
2022-09-20,1598.0
2022-09-21,1662.0
2022-09-22,1722.0
2022-09-23,1700.0
2022-09-24,1185.0
2022-09-25,1186.0
2022-09-26,1802.0
2022-09-27,1628.0
2022-09-28,1715.0
2022-09-29,1715.0
2022-09-30,1726.0
2022-10-01,1214.0
2022-10-02,1167.0
2022-10-03,1833.0
2022-10-04,1717.0
2022-10-05,1693.0
2022-10-06,1702.0
2022-10-07,1718.0
2022-10-08,1214.0
2022-10-09,1150.0
2022-10-10,1815.0
2022-10-11,1604.0
2022-10-12,1685.0
2022-10-13,1595.0
2022-10-14,1668.0
2022-10-15,1177.0
2022-10-16,1147.0
2022-10-17,1860.0
2022-10-18,1597.0
2022-10-19,1599.0
2022-10-20,1731.0
2022-10-21,1655.0
2022-10-22,1131.0
2022-10-23,1178.0
2022-10-24,1898.0
2022-10-25,1633.0
2022-10-26,1702.0
2022-10-27,1612.0
2022-10-28,1607.0
2022-10-29,1182.0
2022-10-30,1183.0
2022-10-31,1878.0
2022-11-01,2412.0
2022-11-02,2472.0
2022-11-03,2365.0
2022-11-04,2320.0
2022-11-05,1703.0
2022-11-06,1617.0
2022-11-07,2585.0
2022-11-08,2266.0
2022-11-09,2254.0
2022-11-10,2477.0
2022-11-11,2448.0
2022-11-12,1691.0
2022-11-13,1644.0
2022-11-14,2523.0
2022-11-15,2290.0
2022-11-16,2313.0
2022-11-17,2385.0
2022-11-18,2425.0
2022-11-19,1689.0
2022-11-20,1627.0
2022-11-21,2734.0
2022-11-22,2435.0
2022-11-23,2392.0
2022-11-24,2406.0
2022-11-25,2362.0
2022-11-26,
2022-11-27,1644.0
2022-11-28,2690.0
2022-11-29,2269.0
2022-11-30,2294.0
2022-12-01,2278.0
2022-12-02,2278.0
2022-12-03,3471.0
2022-12-04,1706.0
2022-12-05,2622.0
2022-12-06,2295.0
2022-12-07,2390.0
2022-12-08,2386.0
2022-12-09,2315.0
2022-12-10,1665.0
2022-12-11,
2022-12-12,2667.0
2022-12-13,2430.0
2022-12-14,2289.0
2022-12-15,2369.0
2022-12-16,2430.0
2022-12-17,1681.0
2022-12-18,1741.0
2022-12-19,2685.0
2022-12-20,2323.0
2022-12-21,2301.0
2022-12-22,2440.0
2022-12-23,2293.0
2022-12-24,1700.0
2022-12-25,1760.0
2022-12-26,2670.0
2022-12-27,2383.0
2022-12-28,2446.0
2022-12-29,2402.0
2022-12-30,2424.0
2022-12-31,1764.0
2023-01-01,1194.0
2023-01-02,1986.0
2023-01-03,1796.0
2023-01-04,1674.0
2023-01-05,1653.0
2023-01-06,1659.0
2023-01-07,1152.0
2023-01-08,1162.0
2023-01-09,1938.0
2023-01-10,1657.0
2023-01-11,1700.0
2023-01-12,1792.0
2023-01-13,1650.0
2023-01-14,1252.0
2023-01-15,1187.0
2023-01-16,1835.0
2023-01-17,1770.0
2023-01-18,1758.0
2023-01-19,1802.0
2023-01-20,1778.0
2023-01-21,1254.0
2023-01-22,1191.0
2023-01-23,1852.0
2023-01-24,1784.0
2023-01-25,1794.0
2023-01-26,1827.0
2023-01-27,1727.0
2023-01-28,1204.0
2023-01-29,1254.0
2023-01-30,1888.0
2023-01-31,1820.0
2023-02-01,1808.0
2023-02-02,1734.0
2023-02-03,1791.0
2023-02-04,1254.0
2023-02-05,1175.0
2023-02-06,2001.0
2023-02-07,1750.0
2023-02-08,1807.0
2023-02-09,1719.0
2023-02-10,1821.0
2023-02-11,1213.0
2023-02-12,1167.0
2023-02-13,2007.0
2023-02-14,1682.0
2023-02-15,1723.0
2023-02-16,1834.0
2023-02-17,1835.0
2023-02-18,1239.0
2023-02-19,1246.0
2023-02-20,1924.0
2023-02-21,1722.0
2023-02-22,
2023-02-23,1791.0
2023-02-24,1805.0
2023-02-25,1269.0
2023-02-26,
2023-02-27,1860.0
2023-02-28,1763.0
2023-03-01,1686.0
2023-03-02,1774.0
2023-03-03,1755.0
2023-03-04,1284.0
2023-03-05,1218.0
2023-03-06,
2023-03-07,1705.0
2023-03-08,1815.0
2023-03-09,1791.0
2023-03-10,1700.0
2023-03-11,1188.0
2023-03-12,1265.0
2023-03-13,1866.0
2023-03-14,1830.0
2023-03-15,1810.0
2023-03-16,1700.0
2023-03-17,1701.0
2023-03-18,1304.0
2023-03-19,1228.0
2023-03-20,3928.0
2023-03-21,1833.0
2023-03-22,1858.0
2023-03-23,1866.0
2023-03-24,1825.0
2023-03-25,1231.0
2023-03-26,1195.0
2023-03-27,2014.0
2023-03-28,1793.0
2023-03-29,1770.0
2023-03-30,1856.0
2023-03-31,1715.0
2023-04-01,1249.0
2023-04-02,1189.0
2023-04-03,1959.0
2023-04-04,1708.0
2023-04-05,1720.0
2023-04-06,1720.0
2023-04-07,1816.0
2023-04-08,1284.0
2023-04-09,1264.0
2023-04-10,2062.0
2023-04-11,1770.0
2023-04-12,1754.0
2023-04-13,1860.0
2023-04-14,1745.0
2023-04-15,1315.0
2023-04-16,1196.0
2023-04-17,2069.0
2023-04-18,1715.0
2023-04-19,1868.0
2023-04-20,1803.0
2023-04-21,1888.0
2023-04-22,1206.0
2023-04-23,1267.0
2023-04-24,
2023-04-25,1806.0
2023-04-26,1826.0
2023-04-27,1838.0
2023-04-28,1796.0
2023-04-29,1279.0
2023-04-30,1274.0
2023-05-01,2066.0
2023-05-02,
2023-05-03,1768.0
2023-05-04,1889.0
2023-05-05,1879.0
2023-05-06,1261.0
2023-05-07,1282.0
2023-05-08,1947.0
2023-05-09,1755.0
2023-05-10,1806.0
2023-05-11,1786.0
2023-05-12,
2023-05-13,1216.0
2023-05-14,1331.0
2023-05-15,2094.0
2023-05-16,1852.0
2023-05-17,1824.0
2023-05-18,1783.0
2023-05-19,1875.0
2023-05-20,1297.0
2023-05-21,1231.0
2023-05-22,2085.0
2023-05-23,1880.0
2023-05-24,1904.0
2023-05-25,1864.0
2023-05-26,1844.0
2023-05-27,1266.0
2023-05-28,1333.0
2023-05-29,2081.0
2023-05-30,1743.0
2023-05-31,1740.0
2023-06-01,1444.0
2023-06-02,1508.0
2023-06-03,1074.0
2023-06-04,989.0
2023-06-05,1626.0
2023-06-06,1447.0
2023-06-07,
2023-06-08,1516.0
2023-06-09,1516.0
2023-06-10,1024.0
2023-06-11,1019.0
2023-06-12,1578.0
2023-06-13,1404.0
2023-06-14,1523.0
2023-06-15,
2023-06-16,1544.0
2023-06-17,1081.0
2023-06-18,1036.0
2023-06-19,1663.0
2023-06-20,1538.0
2023-06-21,1525.0
2023-06-22,1437.0
2023-06-23,1467.0
2023-06-24,994.0
2023-06-25,1080.0
2023-06-26,1641.0
2023-06-27,1436.0
2023-06-28,1502.0
2023-06-29,1495.0
2023-06-30,1457.0
2023-07-01,995.0
2023-07-02,1053.0
2023-07-03,1631.0
2023-07-04,1521.0
2023-07-05,1484.0
2023-07-06,1534.0
2023-07-07,1490.0
2023-07-08,1044.0
2023-07-09,2957.0
2023-07-10,1617.0
2023-07-11,1430.0
2023-07-12,1415.0
2023-07-13,1524.0
2023-07-14,1504.0
2023-07-15,1062.0
2023-07-16,1011.0
2023-07-17,1577.0
2023-07-18,1416.0
2023-07-19,1467.0
2023-07-20,1503.0
2023-07-21,1474.0
2023-07-22,1037.0
2023-07-23,1086.0
2023-07-24,1616.0
2023-07-25,1495.0
2023-07-26,1535.0
2023-07-27,1478.0
2023-07-28,1512.0
2023-07-29,1084.0
2023-07-30,1094.0
2023-07-31,1587.0
2023-08-01,1560.0
2023-08-02,1496.0
2023-08-03,1461.0
2023-08-04,1492.0
2023-08-05,1099.0
2023-08-06,1049.0
2023-08-07,1622.0
2023-08-08,1521.0
2023-08-09,1462.0
2023-08-10,1438.0
2023-08-11,1446.0
2023-08-12,1013.0
2023-08-13,1016.0
2023-08-14,1595.0
2023-08-15,1526.0
2023-08-16,1457.0
2023-08-17,1482.0
2023-08-18,1566.0
2023-08-19,1052.0
2023-08-20,1073.0
2023-08-21,1604.0
2023-08-22,1462.0
2023-08-23,1440.0
2023-08-24,1460.0
2023-08-25,1477.0
2023-08-26,1023.0
2023-08-27,1014.0
2023-08-28,1600.0
2023-08-29,1507.0
2023-08-30,1469.0
2023-08-31,1493.0
2023-09-01,1894.0
2023-09-02,1351.0
2023-09-03,1265.0
2023-09-04,2147.0
2023-09-05,1920.0
2023-09-06,1817.0
2023-09-07,1968.0
2023-09-08,1978.0
2023-09-09,1271.0
2023-09-10,1300.0
2023-09-11,2154.0
2023-09-12,1948.0
2023-09-13,1842.0
2023-09-14,1847.0
2023-09-15,
2023-09-16,1331.0
2023-09-17,1349.0
2023-09-18,2068.0
2023-09-19,1899.0
2023-09-20,1954.0
2023-09-21,4006.0
2023-09-22,1861.0
2023-09-23,1365.0
2023-09-24,1390.0
2023-09-25,2104.0
2023-09-26,1917.0
2023-09-27,1837.0
2023-09-28,1903.0
2023-09-29,1920.0
2023-09-30,1305.0
2023-10-01,1309.0
2023-10-02,2081.0
2023-10-03,1824.0
2023-10-04,1883.0
2023-10-05,1862.0
2023-10-06,1885.0
2023-10-07,1292.0
2023-10-08,1396.0
2023-10-09,2132.0
2023-10-10,1956.0
2023-10-11,1978.0
2023-10-12,1923.0
2023-10-13,1844.0
2023-10-14,1352.0
2023-10-15,1359.0
2023-10-16,2170.0
2023-10-17,1913.0
2023-10-18,1855.0
2023-10-19,1886.0
2023-10-20,1902.0
2023-10-21,1370.0
2023-10-22,1361.0
2023-10-23,2093.0
2023-10-24,2026.0
2023-10-25,1953.0
2023-10-26,1882.0
2023-10-27,1857.0
2023-10-28,1307.0
2023-10-29,1320.0
2023-10-30,2057.0
2023-10-31,1876.0
2023-11-01,2654.0
2023-11-02,2625.0
2023-11-03,2822.0
2023-11-04,1821.0
2023-11-05,1906.0
2023-11-06,2963.0
2023-11-07,2850.0
2023-11-08,2614.0
2023-11-09,2693.0
2023-11-10,2850.0
2023-11-11,1976.0
2023-11-12,1967.0
2023-11-13,2925.0
2023-11-14,2636.0
2023-11-15,2773.0
2023-11-16,2845.0
2023-11-17,2745.0
2023-11-18,1925.0
2023-11-19,1870.0
2023-11-20,
2023-11-21,2648.0
2023-11-22,2686.0
2023-11-23,2715.0
2023-11-24,2739.0
2023-11-25,1867.0
2023-11-26,1843.0
2023-11-27,3047.0
2023-11-28,2683.0
2023-11-29,2764.0
2023-11-30,2648.0
2023-12-01,2739.0
2023-12-02,1928.0
2023-12-03,1836.0
2023-12-04,2972.0
2023-12-05,2648.0
2023-12-06,2629.0
2023-12-07,2885.0
2023-12-08,2702.0
2023-12-09,1986.0
2023-12-10,1880.0
2023-12-11,3085.0
2023-12-12,2827.0
2023-12-13,2783.0
2023-12-14,2750.0
2023-12-15,2734.0
2023-12-16,1903.0
2023-12-17,2016.0
2023-12-18,3139.0
2023-12-19,2891.0
2023-12-20,2660.0
2023-12-21,2829.0
2023-12-22,2887.0
2023-12-23,1875.0
2023-12-24,1854.0
2023-12-25,3120.0
2023-12-26,2791.0
2023-12-27,2866.0
2023-12-28,2673.0
2023-12-29,2855.0
2023-12-30,1884.0
2023-12-31,1878.0
2024-01-01,2108.0
2024-01-02,2047.0
2024-01-03,2018.0
2024-01-04,1990.0
2024-01-05,1958.0
2024-01-06,1443.0
2024-01-07,1377.0
2024-01-08,2257.0
2024-01-09,
2024-01-10,1966.0
2024-01-11,1984.0
2024-01-12,1952.0
2024-01-13,1429.0
2024-01-14,1396.0
2024-01-15,2135.0
2024-01-16,2074.0
2024-01-17,1972.0
2024-01-18,2005.0
2024-01-19,2078.0
2024-01-20,1416.0
2024-01-21,1345.0
2024-01-22,2296.0
2024-01-23,2026.0
2024-01-24,1968.0
2024-01-25,1929.0
2024-01-26,2061.0
2024-01-27,1419.0
2024-01-28,1407.0
2024-01-29,2292.0
2024-01-30,2063.0
2024-01-31,1936.0
2024-02-01,1969.0
2024-02-02,1957.0
2024-02-03,1440.0
2024-02-04,1341.0
2024-02-05,2227.0
2024-02-06,2064.0
2024-02-07,2087.0
2024-02-08,1981.0
2024-02-09,2078.0
2024-02-10,1355.0
2024-02-11,1459.0
2024-02-12,2134.0
2024-02-13,1996.0
2024-02-14,2077.0
2024-02-15,1947.0
2024-02-16,1964.0
2024-02-17,1445.0
2024-02-18,1445.0
2024-02-19,2254.0
2024-02-20,2061.0
2024-02-21,2031.0
2024-02-22,1973.0
2024-02-23,1993.0
2024-02-24,1372.0
2024-02-25,1476.0
2024-02-26,2248.0
2024-02-27,2007.0
2024-02-28,2020.0
2024-02-29,2119.0
2024-03-01,1959.0
2024-03-02,1433.0
2024-03-03,1423.0
2024-03-04,2260.0
2024-03-05,1935.0
2024-03-06,2109.0
2024-03-07,2122.0
2024-03-08,2048.0
2024-03-09,1453.0
2024-03-10,1486.0
2024-03-11,2287.0
2024-03-12,1967.0
2024-03-13,2054.0
2024-03-14,2061.0
2024-03-15,
2024-03-16,1463.0
2024-03-17,1491.0
2024-03-18,2343.0
2024-03-19,2033.0
2024-03-20,1965.0
2024-03-21,2144.0
2024-03-22,2115.0
2024-03-23,1379.0
2024-03-24,1493.0
2024-03-25,2336.0
2024-03-26,2053.0
2024-03-27,2068.0
2024-03-28,2030.0
2024-03-29,1960.0
2024-03-30,1413.0
2024-03-31,1481.0
2024-04-01,2147.0
2024-04-02,2020.0
2024-04-03,2034.0
2024-04-04,2064.0
2024-04-05,2143.0
2024-04-06,1418.0
2024-04-07,1419.0
2024-04-08,2319.0
2024-04-09,2050.0
2024-04-10,2004.0
2024-04-11,2052.0
2024-04-12,1988.0
2024-04-13,1397.0
2024-04-14,1444.0
2024-04-15,2253.0
2024-04-16,2151.0
2024-04-17,2038.0
2024-04-18,2084.0
2024-04-19,2095.0
2024-04-20,1378.0
2024-04-21,1472.0
2024-04-22,2204.0
2024-04-23,2166.0
2024-04-24,1999.0
2024-04-25,2055.0
2024-04-26,1987.0
2024-04-27,1524.0
2024-04-28,1453.0
2024-04-29,2305.0
2024-04-30,1987.0
2024-05-01,2129.0
2024-05-02,2018.0
2024-05-03,2162.0
2024-05-04,1413.0
2024-05-05,1411.0
2024-05-06,2183.0
2024-05-07,2076.0
2024-05-08,2096.0
2024-05-09,1993.0
2024-05-10,2142.0
2024-05-11,1453.0
2024-05-12,
2024-05-13,2282.0
2024-05-14,2067.0
2024-05-15,2101.0
2024-05-16,2017.0
2024-05-17,2024.0
2024-05-18,1517.0
2024-05-19,1530.0
2024-05-20,2273.0
2024-05-21,2045.0
2024-05-22,2124.0
2024-05-23,2076.0
2024-05-24,1996.0
2024-05-25,1417.0
2024-05-26,1500.0
2024-05-27,2345.0
2024-05-28,2000.0
2024-05-29,2041.0
2024-05-30,2044.0
2024-05-31,2137.0
2024-06-01,1121.0
2024-06-02,1131.0
2024-06-03,1907.0
2024-06-04,1630.0
2024-06-05,1710.0
2024-06-06,1641.0
2024-06-07,1618.0
2024-06-08,
2024-06-09,1207.0
2024-06-10,1922.0
2024-06-11,1744.0
2024-06-12,1671.0
2024-06-13,1718.0
2024-06-14,1640.0
2024-06-15,1159.0
2024-06-16,
2024-06-17,1771.0
2024-06-18,1623.0
2024-06-19,1644.0
2024-06-20,1614.0
2024-06-21,1641.0
2024-06-22,1197.0
2024-06-23,1178.0
2024-06-24,1940.0
2024-06-25,1751.0
2024-06-26,1671.0
2024-06-27,1658.0
2024-06-28,1679.0
2024-06-29,1201.0
2024-06-30,1163.0
2024-07-01,1894.0
2024-07-02,1686.0
2024-07-03,1711.0
2024-07-04,1692.0
2024-07-05,1669.0
2024-07-06,1247.0
2024-07-07,1225.0
2024-07-08,1809.0
2024-07-09,1769.0
2024-07-10,1705.0
2024-07-11,1775.0
2024-07-12,1760.0
2024-07-13,1187.0
2024-07-14,1140.0
2024-07-15,1838.0
2024-07-16,1718.0
2024-07-17,1734.0
2024-07-18,1671.0
2024-07-19,1651.0
2024-07-20,1240.0
2024-07-21,1258.0
2024-07-22,1891.0
2024-07-23,1659.0
2024-07-24,1677.0
2024-07-25,1634.0
2024-07-26,1789.0
2024-07-27,1157.0
2024-07-28,1212.0
2024-07-29,1849.0
2024-07-30,1729.0
2024-07-31,1747.0
2024-08-01,1778.0
2024-08-02,1672.0
2024-08-03,1147.0
2024-08-04,1163.0
2024-08-05,1972.0
2024-08-06,1789.0
2024-08-07,1742.0
2024-08-08,1743.0
2024-08-09,1755.0
2024-08-10,1170.0
2024-08-11,1260.0
2024-08-12,1886.0
2024-08-13,1709.0
2024-08-14,1733.0
2024-08-15,1652.0
2024-08-16,1674.0
2024-08-17,1241.0
2024-08-18,1162.0
2024-08-19,1926.0
2024-08-20,1690.0
2024-08-21,1715.0
2024-08-22,1699.0
2024-08-23,1711.0
2024-08-24,1242.0
2024-08-25,1191.0
2024-08-26,1924.0
2024-08-27,1734.0
2024-08-28,1768.0
2024-08-29,1816.0
2024-08-30,1781.0
2024-08-31,1184.0
2024-09-01,1453.0
2024-09-02,2339.0
2024-09-03,2200.0
2024-09-04,2082.0
2024-09-05,2180.0
2024-09-06,2203.0
2024-09-07,1502.0
2024-09-08,1570.0
2024-09-09,2308.0
2024-09-10,2092.0
2024-09-11,2236.0
2024-09-12,2186.0
2024-09-13,2229.0
2024-09-14,1522.0
2024-09-15,1494.0
2024-09-16,2486.0
2024-09-17,2256.0
2024-09-18,2234.0
2024-09-19,2143.0
2024-09-20,2213.0
2024-09-21,1515.0
2024-09-22,1474.0
2024-09-23,2516.0
2024-09-24,2117.0
2024-09-25,2297.0
2024-09-26,2187.0
2024-09-27,2130.0
2024-09-28,1547.0
2024-09-29,1598.0
2024-09-30,2478.0
2024-10-01,2270.0
2024-10-02,2238.0
2024-10-03,2247.0
2024-10-04,2282.0
2024-10-05,1506.0
2024-10-06,1543.0
2024-10-07,2361.0
2024-10-08,
2024-10-09,2307.0
2024-10-10,2108.0
2024-10-11,2257.0
2024-10-12,1614.0
2024-10-13,1499.0
2024-10-14,2451.0
2024-10-15,2306.0
2024-10-16,2112.0
2024-10-17,2260.0
2024-10-18,2172.0
2024-10-19,1618.0
2024-10-20,1626.0
2024-10-21,2550.0
2024-10-22,
2024-10-23,2302.0
2024-10-24,2299.0
2024-10-25,2183.0
2024-10-26,1608.0
2024-10-27,1485.0
2024-10-28,2472.0
2024-10-29,2166.0
2024-10-30,2143.0
2024-10-31,2134.0
2024-11-01,3182.0
2024-11-02,2150.0
2024-11-03,2235.0
2024-11-04,3287.0
2024-11-05,3068.0
2024-11-06,3139.0
2024-11-07,3219.0
2024-11-08,3072.0
2024-11-09,2219.0
2024-11-10,2276.0
2024-11-11,3486.0
2024-11-12,3050.0
2024-11-13,2986.0
2024-11-14,3252.0
2024-11-15,2987.0
2024-11-16,2279.0
2024-11-17,2204.0
2024-11-18,3607.0
2024-11-19,3236.0
2024-11-20,3300.0
2024-11-21,3097.0
2024-11-22,3230.0
2024-11-23,2181.0
2024-11-24,2199.0
2024-11-25,3508.0
2024-11-26,3268.0
2024-11-27,3304.0
2024-11-28,3237.0
2024-11-29,3128.0
2024-11-30,2191.0
2024-12-01,2262.0
2024-12-02,
2024-12-03,3036.0
2024-12-04,3114.0
2024-12-05,3094.0
2024-12-06,3098.0
2024-12-07,2156.0
2024-12-08,2114.0
2024-12-09,3315.0
2024-12-10,3322.0
2024-12-11,3146.0
2024-12-12,3133.0
2024-12-13,3228.0
2024-12-14,2158.0
2024-12-15,2321.0
2024-12-16,3592.0
2024-12-17,3045.0
2024-12-18,3151.0
2024-12-19,3299.0
2024-12-20,3321.0
2024-12-21,2219.0
2024-12-22,2253.0
2024-12-23,3385.0
2024-12-24,3341.0
2024-12-25,3100.0
2024-12-26,3328.0
2024-12-27,3236.0
2024-12-28,2257.0
2024-12-29,2236.0
2024-12-30,3416.0
2024-12-31,3090.0
